SiteNumber,Type,LocationID,EffectiveDate,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCSZ,OwnerPhone,Manager,ManagerAddress,ManagerCSZ,ManagerPhone,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS,ARPMethod,ARPElevation,ARPElevationMethod,MagneticVariation,MagneticVariationYear,TrafficPatternAltitude,ChartName,DistanceFromCBD,DirectionFromCBD,LandAreaCoveredByAirport,BoundaryARTCCID,BoundaryARTCCComputerID,BoundaryARTCCName,ResponsibleARTCCID,ResponsibleARTCCComputerID,ResponsibleARTCCName,TieInFSS,TieInFSSID,TieInFSSName,AirportToFSSPhoneNumber,TieInFSSTollFreeNumber,AlternateFSSID,AlternateFSSName,AlternateFSSTollFreeNumber,NOTAMFacilityID,NOTAMService,ActivationDate,AirportStatusCode,CertificationTypeDate,FederalAgreements,AirspaceDetermination,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights,InspectionMethod,InspectionGroup,LastInspectionDate,LastOwnerInformationDate,FuelTypes,AirframeRepair,PowerPlantRepair,BottledOxygenType,BulkOxygenType,LightingSchedule,BeaconSchedule,ATCT,UNICOMFrequencies,CTAFFrequency,SegmentedCircle,BeaconColor,NonCommercialLandingFee,MedicalUse,SingleEngineGA,MultiEngineGA,JetEngineGA,HelicoptersGA,GlidersOperational,MilitaryOperational,Ultralights,OperationsCommercial,OperationsCommuter,OperationsAirTaxi,OperationsGALocal,OperationsGAItin,OperationsMilitary,OperationsDate,AirportPositionSource,AirportPositionSourceDate,AirportElevationSource,AirportElevationSourceDate,ContractFuelAvailable,TransientStorage,OtherServices,WindIndicator,IcaoIdentifier,MinimumOperationalNetwork
03314.*A,AIRPORT,'MTH,4/22/21,ASO,ORL,FL,FLORIDA,MONROE,FL,MARATHON,THE FLORIDA KEYS MARATHON INTL,PU,PU,MONROE COUNTY,500 WHITEHEAD ST,"KEY WEST, FL 33040",    305-296-5439,MICHAEL LEGERE,9400 OVERSEAS HWY SUITE 200,"MARATHON, FL 33050",    305-289-6302,24-43-34.3000N,089014.3000N,081-03-04.9000W,291784.9000W,E,5,S,04W,2000,,MIAMI,3,E,197,ZMA,ZCR,MIAMI,ZMA,ZCR,MIAMI,N,MIA,MIAMI,,1-800-WX-BRIEF,,,,MTH,Y,3/1/44,O,I A U 12/1974,NGY,NOT ANALYZED,N,Y,N,Y,F,F,1142020,,100LLA1+,MINOR,MINOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,N,122.975,122.975,Y,CG,N,,43,8,1,10,0,0,0,0,,0,22610,18015,431,10/31/20,NGS,00:00.0,NGS,00:00.0,,TIE,"AGRI,INSTR,RNTL,SALES",Y-L,KMTH,N
03321.*A,AIRPORT,'MLB,4/22/21,ASO,ORL,FL,FLORIDA,BREVARD,FL,MELBOURNE,MELBOURNE INTL,PU,PU,CITY OF MELBOURNE,1 AIR TERMINAL PKWY/SUITE 220,"MELBOURNE, FL 32901",    321-723-6227,GREG DONOVAN,"1 AIRPORT TERMINAL PKWY, SUITE 220","MELBOURNE, FL 32901",    321-723-6227,28-06-09.9000N,101169.9000N,080-38-42.9000W,290322.9000W,E,33,S,07W,2015,,JACKSONVILLE,2,NW,2420,ZMA,ZCR,MIAMI,ZJX,ZCJ,JACKSONVILLE,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,MLB,Y,4/1/40,O,I C S 05/1973,NGPRY3,NO OBJECTION,N,N,N,Y,F,F,2112020,,100LLA,MAJOR,MAJOR,NONE,,SEE RMK,SS-SR,Y,122.95,118.2,Y,CG,N,,186,42,26,9,,1,,4210,,2581,27685,68586,598,12/31/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AMB,AVNCS,CARGO,CHTR,INSTR,RNTL",Y-L,KMLB,N
03333.*A,AIRPORT,'MIA,4/22/21,ASO,ORL,FL,FLORIDA,DADE,FL,MIAMI,MIAMI INTL,PU,PU,DADE COUNTY AVIATON DEPT,PO BOX 025504,"MIAMI, FL 33102-5504",    305-876-7077,LESTER SOLA,"MIAMI-DADE AVIATION DEPARTMENT, P.O. BOX 025504","MIAMI, FL 33102-5504",    305-876-7077,25-47-43.3000N,092863.3000N,080-17-24.4170W,289044.4170W,E,9,S,05W,2000,,MIAMI,8,NW,3300,ZMA,ZCR,MIAMI,ZMA,ZCR,MIAMI,N,MIA,MIAMI,,1-800-WX-BRIEF,,,,MIA,Y,4/1/40,O,I E S 05/1973,NGPY,NO OBJECTION,Y,Y,N,Y,F,F,1172020,,100  A,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,,SS-SR,Y,123,,N,CG,Y,,0,13,15,,,,,356198,,44828,0,14941,455,12/31/18,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AGRI,CARGO,CHTR",Y-L,KMIA,N
03379.*A,AIRPORT,'APF,4/22/21,ASO,ORL,FL,FLORIDA,COLLIER,FL,NAPLES,NAPLES MUNI,PU,PU,CITY OF NAPLES APT AUTH,160 AVIATION DR NORTH,"NAPLES, FL 34104",    239-643-0733,CHRISTOPHER A. ROZANSKY,160 AVIATION DR NORTH,"NAPLES, FL 34104",    239-643-0733,26-09-08.7869N,094148.7869N,081-46-32.3011W,294392.3011W,E,8,S,03W,1995,,MIAMI,2,NE,732,ZMA,ZCR,MIAMI,ZMA,ZCR,MIAMI,N,MIA,MIAMI,,1-800-WX-BRIEF,,,,APF,Y,7/1/44,O,I A S 01/1983,NGY3,NOT ANALYZED,N,N,N,Y,F,F,5142019,,100LLA    A+,MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,Y,,128.5,Y,CG,N,,218,54,93,22,1,0,1,1,,14631,27945,69364,321,9/30/18,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AGRI,AMB,CHTR,RNTL,SALES",Y-L,KAPF,N
03394.*A,AIRPORT,'OCF,4/22/21,ASO,ORL,FL,FLORIDA,MARION,FL,OCALA,OCALA INTL-JIM TAYLOR FLD,PU,PU,CITY OF OCALA,"1770 SW 60TH AVENUE, SUITE 600","OCALA, FL 34474",    352-629-8377,MATTHEW GROW,"1770 SW 60TH AVE, SUITE 600","OCALA, FL 34474",    352-629-8377,29-10-18.7564N,105018.7564N,082-13-26.8127W,296006.8127W,E,89,S,04W,2000,,JACKSONVILLE,4,W,1532,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,GNV,GAINESVILLE,,1-800-WX-BRIEF,,,,OCF,Y,8/1/61,O,IV A U 11/1984,NGY,NO OBJECTION,N,N,N,Y,F,F,11222019,,100LLA1+,MAJOR,MAJOR,HIGH,HIGH/LOW,SEE RMK,SS-SR,Y,,119.25,Y,CG,N,,111,19,11,11,1,0,0,31,,1810,21106,38930,644,10/31/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KOCF,N
03407.*A,AIRPORT,'MCO,4/22/21,ASO,ORL,FL,FLORIDA,ORANGE,FL,ORLANDO,ORLANDO INTL,PU,PU,GREATER ORLANDO AVIATION AUTHORITY,1 JEFF FUQUA BLVD,"ORLANDO, FL 32827-4399",    407-825-2001,"PHILLIP N.  BROWN, A.A.E.",1 JEFF FUQUA BLVD,"ORLANDO, FL 32827-4399",    407-825-7445,28-25-45.8000N,102345.8000N,081-18-32.4000W,292712.4000W,E,96,S,06W,2015,,JACKSONVILLE,6,SE,12600,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,MCO,Y,6/1/41,O,I E S 05/1973,NGPY,NO OBJECTION,N,Y,N,Y,F,F,2072020,,100LLA,MINOR,MINOR,NONE,NONE,SS-SR,SS-SR,Y,122.95,,N,CG,N,,2,3,30,3,,0,,337510,,13512,4,14648,495,12/31/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,CARGO",Y-L,KMCO,N
03407.1*A,AIRPORT,'SFB,4/22/21,ASO,ORL,FL,FLORIDA,SEMINOLE,FL,ORLANDO,ORLANDO SANFORD INTL,PU,PU,SANFORD ARPT AUTHORITY,"1200 RED CLEVELAND BLVD, SUITE #200","SANFORD, FL 32773-0818",    407-585-4000,THOMAS NOLAN,1200 RED CLEVELAND BLVD,"SANFORD, FL 32773",    407-585-4015,28-46-37.8410N,103597.8410N,081-14-05.6900W,292445.6900W,E,54,S,05W,2000,,JACKSONVILLE,16,NE,3000,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,SFB,Y,2/1/43,O,I D S 02/1989,NGPY,NO OBJECTION,Y,N,N,Y,F,F,2072019,,100LLA,MAJOR,MAJOR,HIGH,NONE,SEE RMK,SS-SR,Y,,120.3,Y,CG,N,,221,53,48,4,,,,15728,,79620,119647,21165,386,12/31/20,FAA,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KSFB,N
03430.3*A,AIRPORT,'ECP,4/22/21,ASO,ORL,FL,FLORIDA,BAY,FL,PANAMA CITY,NORTHWEST FLORIDA BEACHES INTL,PU,PU,PANAMA CITY-BAY CO ARPT & INDST DIS,6300 WEST BAY PARKWAY,"PANAMA CITY BEACH, FL 32409",    850-763-6751,PARKER MCCLELLAN,6300 WEST BAY PARKWAY,"PANAMA CITY BEACH, FL 32409",    850-763-6751,30-21-29.6670N,109289.6670N,085-47-44.1680W,308864.1680W,E,68,S,03W,2010,,NEW ORLEANS,16,NW,4000,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,,GNV,GAINESVILLE,,1-800-WX-BRIEF,,,,ECP,Y,2/1/10,O,I C S 05/2010,N,,,,,,,F,3292019,,100LLA,,,NONE,NONE,SEE RMK,SS-SR,Y,,118.95,Y,CG,,,75,8,18,0,1,,,11879,,5187,10876,26441,9670,4/30/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","INSTR,RNTL",Y-L,KECP,N
03435.*A,AIRPORT,'PNS,4/22/21,ASO,ORL,FL,FLORIDA,ESCAMBIA,FL,PENSACOLA,PENSACOLA INTL,PU,PU,CITY OF PENSACOLA,2430 AIRPORT BLVD SUITE 225,"PENSACOLA, FL 32504",    850-436-5000,DAN FLYNN,2430 AIRPORT BLVD SUITE 225,"PENSACOLA, FL 32504",    850-436-5000,30-28-24.3000N,109704.3000N,087-11-11.8000W,313871.8000W,E,120,S,02W,2010,,NEW ORLEANS,3,NE,1211,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,GNV,GAINESVILLE,,1-800-WX-BRIEF,,,,PNS,Y,,O,I C S 05/1973,NGRY3,NO OBJECTION,N,Y,N,Y,F,F,3082019,,100  100LLA,MAJOR,MAJOR,NONE,HIGH,SEE RMK,SS-SR,Y,122.95,119.9,Y,CG,N,,109,16,27,0,,,,17579,,9211,36267,26050,14898,5/31/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CHTR,INSTR,RNTL,SALES",Y-L,KPNS,Y
03455.*A,AIRPORT,'PGD,4/22/21,ASO,ORL,FL,FLORIDA,CHARLOTTE,FL,PUNTA GORDA,PUNTA GORDA,PU,PU,CHARLOTTE COUNTY ARPT AUTH,28000 A-1 AIRPORT RD,"PUNTA GORDA, FL 33982",    941-639-1101,JAMES W PARISH,28000 A-1 AIRPORT RD,"PUNTA GORDA, FL 33982",    941-639-1101,26-55-06.9330N,096906.9330N,081-59-27.1900W,295167.1900W,E,25,S,06W,2020,,MIAMI,3,SE,1934,ZMA,ZCR,MIAMI,ZMA,ZCR,MIAMI,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,PGD,Y,2/1/44,O,I B S 08/1975,NGPRY3,NO OBJECTION,N,N,N,Y,F,F,1302020,,100LLA    A+,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.975,121,Y,CG,N,,312,43,20,9,1,,,10424,,1363,26315,40512,791,12/31/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CHTR,INSTR,RNTL",Y-L,KPGD,N
03484.*A,AIRPORT,'SRQ,4/22/21,ASO,ORL,FL,FLORIDA,SARASOTA,FL,SARASOTA/BRADENTON,SARASOTA/BRADENTON INTL,PU,PU,SARASOTA MANATEE ARPT AUTHORITY,6000 AIRPORT CIRCLE,"SARASOTA, FL 34243-2105",  (941) 359-2770,FREDERICK J. PICCOLO,6000 AIRPORT CIRCLE,"SARASOTA, FL 34243-2105",    941-359-5200,27-23-43.6000N,098623.6000N,082-33-15.8000W,297195.8000W,E,29,S,05W,2010,,MIAMI,3,N,1102,ZMA,ZCR,MIAMI,ZMA,ZCR,MIAMI,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,SRQ,Y,4/1/42,O,I C S 05/1973,NGRVY3,NO OBJECTION,N,N,N,Y,F,F,1242019,,100LLA    A+,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,120.1,N,CG,N,,202,26,59,10,,,1,15927,,9905,37176,58177,2678,10/31/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KSRQ,N
03468.*A,AIRPORT,'SGJ,4/22/21,ASO,ORL,FL,FLORIDA,ST JOHNS,FL,ST AUGUSTINE,NORTHEAST FLORIDA RGNL,PU,PU,ST AUGUSTINE ARPT AUTH,4796 US 1 NORTH,"ST AUGUSTINE, FL 32095",    904-209-0090,ED WUELLNER,4796 US 1 NORTH,"ST AUGUSTINE, FL 32095",    904-209-0090,29-57-33.3060N,107853.3060N,081-20-23.0370W,292823.0370W,E,9,S,04W,1995,,JACKSONVILLE,4,N,668,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,GNV,GAINESVILLE,,1-800-WX-BRIEF,,,,SGJ,Y,4/1/40,O,I A S 09/1986,NGRY3,NO OBJECTION,N,N,N,Y,F,F,10252019,,100LLA,MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,Y,122.95,127.625,Y,CG,N,,0,0,0,0,0,22,0,0,,3824,65497,46570,2029,9/30/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AMB,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KSGJ,N
03475.*A,AIRPORT,'PIE,4/22/21,ASO,ORL,FL,FLORIDA,PINELLAS,FL,ST PETERSBURG-CLEARWATER,ST PETE-CLEARWATER INTL,PU,PU,COUNTY OF PINELLAS,"ST. PETE-CLEARWATER INTERNATIONAL, TERMINAL BLVD. SUITE 221","CLEARWATER, FL 33762",    727-453-7800,THOMAS JEWSBURY,ST PETE-CLEARWATER INTERNATIONAL,"CLEARWATER, FL 33762",    727-453-7800,27-54-31.0810N,100471.0810N,082-41-11.4360W,297671.4360W,E,10,S,05W,2010,,MIAMI,8,N,1900,ZMA,ZCR,MIAMI,ZMA,ZCR,MIAMI,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,PIE,Y,10/1/42,O,I C S 11/1974,NGPRY3,NO OBJECTION,N,Y,N,Y,F,F,2172021,,100  A    A1+,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,118.3,N,CG,N,,135,23,44,29,,27,1,15557,,5637,61910,48935,11316,12/31/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,CHTR,INSTR,RNTL",Y-L,KPIE,N
03509.1*A,AIRPORT,'TLH,4/22/21,ASO,ORL,FL,FLORIDA,LEON,FL,TALLAHASSEE,TALLAHASSEE INTL,PU,PU,CITY OF TALLAHASSEE,CITY HALL,"TALLAHASSEE, FL 32304",    850-891-7802,DAVID POLLARD,3300 CAPITAL CIRCLE SW,"TALLAHASSEE, FL 32310",    850-891-7802,30-23-48.3150N,109428.3150N,084-21-03.1280W,303663.1280W,E,83,S,05W,2020,,JACKSONVILLE,4,SW,2485,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,GNV,GAINESVILLE,,1-800-WX-BRIEF,,,,TLH,Y,9/1/61,O,I C S 05/1973,NGSY,NO OBJECTION,N,N,N,Y,F,F,7132020,,100LLA,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,Y,123.075,118.7,Y,CG,N,,150,11,5,12,,,,8881,,9237,11199,24022,13395,5/31/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,HGR,"AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KTLH,Y
03513.*A,AIRPORT,'TPA,4/22/21,ASO,ORL,FL,FLORIDA,HILLSBOROUGH,FL,TAMPA,TAMPA INTL,PU,PU,HILLSBOROUGH CO AVN AUTHORITY,PO BOX 22287,"TAMPA, FL 33622",    813-870-8700,JOHN TILIACOS,PO BOX 22287,"TAMPA, FL 33622",    813-870-8700,27-58-31.7000N,100711.7000N,082-31-59.7000W,297119.7000W,E,26,S,05W,2010,,MIAMI,6,W,3300,ZJX,ZCJ,JACKSONVILLE,ZMA,ZCR,MIAMI,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,TPA,Y,4/1/40,O,I D S 05/1973,NGPRY,NO OBJECTION,Y,Y,N,Y,F,F,7192019,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SS-SR,SS-SR,Y,122.95,,N,CG,N,,9,7,57,6,,,,159714,,17847,85,22711,638,6/30/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AVNCS,CARGO,CHTR",Y-L,KTPA,N
03532.*A,AIRPORT,'TIX,4/22/21,ASO,ORL,FL,FLORIDA,BREVARD,FL,TITUSVILLE,SPACE COAST RGNL,PU,PU,TITUSVILLE COCOA ARPT AUTH,355 GOLDEN KNIGHTS BLVD,"TITUSVILLE, FL 32780",    321-267-8780,"MICHAEL D. POWELL, C.M., ACE",355 GOLDEN KNIGHTS BLVD,"TITUSVILLE, FL 32780",    321-267-8780,28-30-53.3000N,102653.3000N,080-47-57.2000W,290877.2000W,E,33,S,05W,2000,,JACKSONVILLE,5,S,1650,ZMA,ZCR,MIAMI,ZJX,ZCJ,JACKSONVILLE,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,TIX,Y,10/1/44,O,IV A U 10/1985,NGRY3,NO OBJECTION,N,N,N,Y,F,F,2252020,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,118.9,N,CG,N,,30,3,0,14,0,0,0,0,,249,36485,40191,191,12/31/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KTIX,Y
03534.*A,AIRPORT,'VPS,4/22/21,ASO,ORL,FL,FLORIDA,OKALOOSA,FL,VALPARAISO/DESTIN-FT WALTON BEACH,EGLIN AFB/DESTIN-FT WALTON BEACH,MA,PU,USAF,DEPT OF THE AF HDQRTS AFMC,"EGLIN AFB, FL 32542",    850-882-5313,TRACY STAGE,1701 STATE ROAD 85N,"EGLIN AFB, FL 32542",    850-651-7160,30-28-59.5899N,109739.5899N,086-31-33.7596W,311493.7596W,E,84,S,00E,2000,,NEW ORLEANS,1,SW,6500,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,GNV,GAINESVILLE,,1-800-WX-BRIEF,,,,VPS,Y,3/1/41,O,I C S 05/1973,NGY,,N,N,Y,N,,F,3262019,4262016,100,NONE,NONE,NONE,NONE,SS-SR,SS-SR,Y,,,N,CG,N,,0,,2,,,,,15965,,0,0,,,5/31/20,FAA-EST,00:00.0,MILITARY,00:00.0,,,,Y,KVPS,N
03540.*A,AIRPORT,'VRB,4/22/21,ASO,ORL,FL,FLORIDA,INDIAN RIVER,FL,VERO BEACH,VERO BEACH RGNL,PU,PU,CITY OF VERO BEACH,PO BOX 1389,"VERO BEACH, FL 32960",    772-978-5151,TODD SCHER,3400 CHEROKEE DRIVE,"VERO BEACH, FL 32960-1389",    772-978-4930,27-39-20.0000N,099560.0000N,080-25-04.6000W,289504.6000W,E,23,S,07W,2015,,MIAMI,1,NW,1707,ZMA,ZCR,MIAMI,ZMA,ZCR,MIAMI,,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,VRB,Y,4/1/40,O,I A S 11/1974,NGPRY3,NO OBJECTION,N,N,N,Y,F,F,2132020,,100  A,MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,Y,122.95,126.3,Y,CG,N,,131,44,6,2,0,0,0,177,,64572,115500,64493,197,12/31/18,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KVRB,N
03555.*A,AIRPORT,'PBI,4/22/21,ASO,ORL,FL,FLORIDA,PALM BEACH,FL,WEST PALM BEACH,PALM BEACH INTL,PU,PU,PALM BEACH COUNTY,846 PALM BEACH INTL AIRPORT,"WEST PALM BEACH, FL 33406",    561-471-7420,LAURA BEEBE,846 PALM BEACH INTL AIRPORT,"WEST PALM BEACH, FL 33406",    561-471-7420,26-40-59.3820N,096059.3820N,080-05-44.1310W,288344.1310W,E,19,S,06W,2010,,MIAMI,3,W,2120,ZMA,ZCR,MIAMI,ZMA,ZCR,MIAMI,N,MIA,MIAMI,,1-800-WX-BRIEF,,,,PBI,Y,4/1/40,O,I C S 05/1973,NGPY,NO OBJECTION,Y,Y,N,Y,F,F,2132019,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SS-SR,SS-SR,Y,122.95,,N,CG,N,,7,10,165,13,,1,,45987,,30323,46723,,916,6/30/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,"AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y,KPBI,N
03616.*A,AIRPORT,'ABY,4/22/21,ASO,ATL,GA,GEORGIA,DOUGHERTY,GA,ALBANY,SOUTHWEST GEORGIA RGNL,PU,PU,CITY OF ALBANY,"3905 NEWTON ROAD, SUITE 100","ALBANY, GA 31701-7356",    229-430-5175,MR. DAVID HAMILTON,"3905 NEWTON RD., SUITE 100","ALBANY, GA 31701",    229-430-5175,31-32-07.9000N,113527.9000N,084-11-40.1000W,303100.1000W,E,196,S,05W,2020,,JACKSONVILLE,3,SW,980,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,MCN,MACON,,1-800-WX-BRIEF,,,,ABY,Y,4/1/40,O,I A S 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,12052019,,100LLA,MINOR,MINOR,LOW,NONE,SEE RMK,SS-SR,Y,122.95,120.25,Y,CG,N,,24,5,2,0,,,,55,,2776,4862,10722,3440,10/31/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AGRI,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KABY,N
03637.*A,AIRPORT,'AHN,4/22/21,ASO,ATL,GA,GEORGIA,CLARKE,GA,ATHENS,ATHENS/BEN EPPS,PU,PU,CLARKE COUNTY,"PO BOX 448, CO COURTHOUSE","ATHENS, GA 30601",    706-613-3420,MIKE MATTHEWS,1010 BEN EPPS DRIVE,"ATHENS, GA 30605",    706-613-3416,33-56-55.1000N,122215.1000N,083-19-33.3000W,299973.3000W,E,812,S,06W,2020,992,ATLANTA,3,E,425,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,AHN,Y,7/1/40,O,II A S 02/1985,NGY3,NO OBJECTION,N,N,N,Y,F,F,6202019,,100LLA    A1,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,126.3,Y,CG,N,,69,7,1,1,1,0,0,51,,1315,15544,22579,771,6/30/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,CHTR,INSTR,RNTL,SALES",Y,KAHN,N
03640.*A,AIRPORT,'ATL,4/22/21,ASO,ATL,GA,GEORGIA,FULTON,GA,ATLANTA,HARTSFIELD - JACKSON ATLANTA INTL,PU,PU,CITY OF ATLANTA,CITY HALL,"ATLANTA, GA 30303",    404-330-6000,JOHN SELDEN,PO BOX 20509,"ATLANTA, GA 30320",    404-530-6600,33-38-12.1186N,121092.1186N,084-25-40.3104W,303940.3104W,E,1026,S,05W,2015,,ATLANTA,7,S,4700,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,ATL,Y,9/1/42,O,I E S 05/1973,NGPY3,NO OBJECTION,N,Y,N,Y,F,F,3292019,,100  100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,,SS-SR,Y,122.95,,N,CG,Y,,,0,,3,,,,723956,,85130,0,7441,167,12/31/18,FAA-EST,00:00.0,3RD PARTY SURVEY,00:00.0,,HGR,"AMB,CARGO,CHTR",Y,KATL,N
03650.*A,AIRPORT,'AGS,4/22/21,ASO,ATL,GA,GEORGIA,RICHMOND,GA,AUGUSTA,AUGUSTA RGNL AT BUSH FLD,PU,PU,CITY OF AUGUSTA,"AVIATION DEPARTMENT, 1501 AVIATION WAY","AUGUSTA, GA 30906",    706-798-2656,HERBERT JUDON,1501 AVIATION WAY,"AUGUSTA, GA 30906",    706-798-3236,33-22-11.8000N,120131.8000N,081-57-52.2000W,295072.2000W,E,145,S,04W,1990,,ATLANTA,6,S,1411,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,AGS,Y,10/1/43,O,I B S 05/1973,NGPY,NOT ANALYZED,N,N,N,Y,F,F,7172019,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,118.7,Y,CG,N,,5,7,4,2,,,,5434,,8589,3236,12076,2490,6/30/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AMB,AVNCS,CARGO,CHTR,RNTL,SALES",Y,KAGS,Y
